species,source_asset,source_mesh_file,glb_mesh_name,structure_id,acronym,label,group,parent_id,hemisphere,catalog_status,notes
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/1.obj,1,1,TMv,"Tuberomammillary nucleus, ventral part",Basic cell groups and regions,557,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Interbrain > Hypothalamus > Hypothalamic medial zone > Mammillary body > Tuberomammillary nucleus > Tuberomammillary nucleus, ventral part"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/2.obj,2,2,SSp-m6b,"Primary somatosensory area, mouth, layer 6b",Basic cell groups and regions,345,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Somatosensory areas > Primary somatosensory area > Primary somatosensory area, mouth > Primary somatosensory area, mouth, layer 6b"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/4.obj,4,4,IC,Inferior colliculus,Basic cell groups and regions,339,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Midbrain > Midbrain, sensory related > Inferior colliculus"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/6.obj,6,6,int,internal capsule,fiber tracts,784,bilateral,mesh_with_ontology,ontology_path=root > fiber tracts > lateral forebrain bundle system > corticospinal tract > internal capsule
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/7.obj,7,7,PSV,Principal sensory nucleus of the trigeminal,Basic cell groups and regions,1132,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Hindbrain > Pons > Pons, sensory related > Principal sensory nucleus of the trigeminal"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/8.obj,8,8,grey,Basic cell groups and regions,Basic cell groups and regions,997,bilateral,mesh_with_ontology,ontology_path=root > Basic cell groups and regions
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/9.obj,9,9,SSp-tr6a,"Primary somatosensory area, trunk, layer 6a",Basic cell groups and regions,361,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Somatosensory areas > Primary somatosensory area > Primary somatosensory area, trunk > Primary somatosensory area, trunk, layer 6a"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/10.obj,10,10,SCig,"Superior colliculus, motor related, intermediate gray layer",Basic cell groups and regions,294,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Midbrain > Midbrain, motor related > Superior colliculus, motor related > Superior colliculus, motor related, intermediate gray layer"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/12.obj,12,12,IF,Interfascicular nucleus raphe,Basic cell groups and regions,165,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Midbrain > Midbrain, behavioral state related > Midbrain raphe nuclei > Interfascicular nucleus raphe"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/15.obj,15,15,PT,Parataenial nucleus,Basic cell groups and regions,571,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Interbrain > Thalamus > Thalamus, polymodal association cortex related > Midline group of the dorsal thalamus > Parataenial nucleus"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/17.obj,17,17,SCiw,"Superior colliculus, motor related, intermediate white layer",Basic cell groups and regions,294,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Midbrain > Midbrain, motor related > Superior colliculus, motor related > Superior colliculus, motor related, intermediate white layer"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/19.obj,19,19,IG,Induseum griseum,Basic cell groups and regions,1080,bilateral,mesh_with_ontology,ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Hippocampal formation > Hippocampal region > Induseum griseum
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/20.obj,20,20,ENTl2,"Entorhinal area, lateral part, layer 2",Basic cell groups and regions,918,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Hippocampal formation > Retrohippocampal region > Entorhinal area > Entorhinal area, lateral part > Entorhinal area, lateral part, layer 2"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/21.obj,21,21,lotg,"lateral olfactory tract, general",fiber tracts,840,bilateral,mesh_with_ontology,"ontology_path=root > fiber tracts > cranial nerves > olfactory nerve > lateral olfactory tract, general"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/22.obj,22,22,PTLp,Posterior parietal association areas,Basic cell groups and regions,315,bilateral,mesh_with_ontology,ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Posterior parietal association areas
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/23.obj,23,23,AAA,Anterior amygdalar area,Basic cell groups and regions,278,bilateral,mesh_with_ontology,ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral nuclei > Striatum > Striatum-like amygdalar nuclei > Anterior amygdalar area
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/26.obj,26,26,SCdg,"Superior colliculus, motor related, deep gray layer",Basic cell groups and regions,294,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Midbrain > Midbrain, motor related > Superior colliculus, motor related > Superior colliculus, motor related, deep gray layer"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/27.obj,27,27,IGL,Intergeniculate leaflet of the lateral geniculate complex,Basic cell groups and regions,1014,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Interbrain > Thalamus > Thalamus, polymodal association cortex related > Geniculate group, ventral thalamus > Intergeniculate leaflet of the lateral geniculate complex"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/28.obj,28,28,ENTl6a,"Entorhinal area, lateral part, layer 6a",Basic cell groups and regions,918,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Hippocampal formation > Retrohippocampal region > Entorhinal area > Entorhinal area, lateral part > Entorhinal area, lateral part, layer 6a"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/30.obj,30,30,PVa,"Periventricular hypothalamic nucleus, anterior part",Basic cell groups and regions,157,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Interbrain > Hypothalamus > Periventricular zone > Periventricular hypothalamic nucleus, anterior part"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/31.obj,31,31,ACA,Anterior cingulate area,Basic cell groups and regions,315,bilateral,mesh_with_ontology,ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Anterior cingulate area
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/33.obj,33,33,VISp6a,"Primary visual area, layer 6a",Basic cell groups and regions,385,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Visual areas > Primary visual area > Primary visual area, layer 6a"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/35.obj,35,35,III,Oculomotor nucleus,Basic cell groups and regions,323,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Midbrain > Midbrain, motor related > Oculomotor nucleus"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/36.obj,36,36,GU1,"Gustatory areas, layer 1",Basic cell groups and regions,1057,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Gustatory areas > Gustatory areas, layer 1"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/38.obj,38,38,PVH,Paraventricular hypothalamic nucleus,Basic cell groups and regions,157,bilateral,mesh_with_ontology,ontology_path=root > Basic cell groups and regions > Brain stem > Interbrain > Hypothalamus > Periventricular zone > Paraventricular hypothalamic nucleus
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/39.obj,39,39,ACAd,"Anterior cingulate area, dorsal part",Basic cell groups and regions,31,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Anterior cingulate area > Anterior cingulate area, dorsal part"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/41.obj,41,41,VISpm2/3,"posteromedial visual area, layer 2/3",Basic cell groups and regions,533,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Visual areas > posteromedial visual area > posteromedial visual area, layer 2/3"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/42.obj,42,42,SCdw,"Superior colliculus, motor related, deep white layer",Basic cell groups and regions,294,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Midbrain > Midbrain, motor related > Superior colliculus, motor related > Superior colliculus, motor related, deep white layer"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/44.obj,44,44,ILA,Infralimbic area,Basic cell groups and regions,315,bilateral,mesh_with_ontology,ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Infralimbic area
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/46.obj,46,46,mfbsma,mammillary related,fiber tracts,824,bilateral,mesh_with_ontology,ontology_path=root > fiber tracts > medial forebrain bundle system > hypothalamus related > mammillary related
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/48.obj,48,48,ACAv,"Anterior cingulate area, ventral part",Basic cell groups and regions,31,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Anterior cingulate area > Anterior cingulate area, ventral part"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/50.obj,50,50,PRC,Precommissural nucleus,Basic cell groups and regions,795,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Midbrain > Midbrain, motor related > Periaqueductal gray > Precommissural nucleus"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/51.obj,51,51,ILM,Intralaminar nuclei of the dorsal thalamus,Basic cell groups and regions,856,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Interbrain > Thalamus > Thalamus, polymodal association cortex related > Intralaminar nuclei of the dorsal thalamus"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/52.obj,52,52,ENTl3,"Entorhinal area, lateral part, layer 3",Basic cell groups and regions,918,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Hippocampal formation > Retrohippocampal region > Entorhinal area > Entorhinal area, lateral part > Entorhinal area, lateral part, layer 3"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/54.obj,54,54,mfb,medial forebrain bundle,fiber tracts,824,bilateral,mesh_with_ontology,ontology_path=root > fiber tracts > medial forebrain bundle system > hypothalamus related > medial forebrain bundle
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/56.obj,56,56,ACB,Nucleus accumbens,Basic cell groups and regions,493,bilateral,mesh_with_ontology,ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral nuclei > Striatum > Striatum ventral region > Nucleus accumbens
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/58.obj,58,58,MT,Medial terminal nucleus of the accessory optic tract,Basic cell groups and regions,323,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Midbrain > Midbrain, motor related > Medial terminal nucleus of the accessory optic tract"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/59.obj,59,59,IMD,Intermediodorsal nucleus of the thalamus,Basic cell groups and regions,444,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Interbrain > Thalamus > Thalamus, polymodal association cortex related > Medial group of the dorsal thalamus > Intermediodorsal nucleus of the thalamus"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/62.obj,62,62,mlf,medial longitudinal fascicle,fiber tracts,832,bilateral,mesh_with_ontology,ontology_path=root > fiber tracts > cranial nerves > oculomotor nerve > medial longitudinal fascicle
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/63.obj,63,63,PVHd,"Paraventricular hypothalamic nucleus, descending division",Basic cell groups and regions,467,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Interbrain > Hypothalamus > Hypothalamic medial zone > Paraventricular hypothalamic nucleus, descending division"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/64.obj,64,64,AD,Anterodorsal nucleus,Basic cell groups and regions,239,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Interbrain > Thalamus > Thalamus, polymodal association cortex related > Anterior group of the dorsal thalamus > Anterodorsal nucleus"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/66.obj,66,66,LT,Lateral terminal nucleus of the accessory optic tract,Basic cell groups and regions,323,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Midbrain > Midbrain, motor related > Lateral terminal nucleus of the accessory optic tract"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/67.obj,67,67,INC,Interstitial nucleus of Cajal,Basic cell groups and regions,795,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Midbrain > Midbrain, motor related > Periaqueductal gray > Interstitial nucleus of Cajal"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/68.obj,68,68,FRP1,"Frontal pole, layer 1",Basic cell groups and regions,184,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Frontal pole, cerebral cortex > Frontal pole, layer 1"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/72.obj,72,72,ADP,Anterodorsal preoptic nucleus,Basic cell groups and regions,141,bilateral,mesh_with_ontology,ontology_path=root > Basic cell groups and regions > Brain stem > Interbrain > Hypothalamus > Periventricular region > Anterodorsal preoptic nucleus
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/73.obj,73,73,VS,ventricular systems,ventricular systems,997,bilateral,mesh_with_ontology,ontology_path=root > ventricular systems
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/74.obj,74,74,VISl6a,"Lateral visual area, layer 6a",Basic cell groups and regions,409,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Visual areas > Lateral visual area > Lateral visual area, layer 6a"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/75.obj,75,75,DT,Dorsal terminal nucleus of the accessory optic tract,Basic cell groups and regions,323,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Midbrain > Midbrain, motor related > Dorsal terminal nucleus of the accessory optic tract"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/78.obj,78,78,mcp,middle cerebellar peduncle,fiber tracts,752,bilateral,mesh_with_ontology,ontology_path=root > fiber tracts > cerebellum related fiber tracts > cerebellar peduncles > middle cerebellar peduncle
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/81.obj,81,81,VL,lateral ventricle,ventricular systems,73,bilateral,mesh_with_ontology,ontology_path=root > ventricular systems > lateral ventricle
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/83.obj,83,83,IO,Inferior olivary complex,Basic cell groups and regions,370,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Hindbrain > Medulla > Medulla, motor related > Inferior olivary complex"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/84.obj,84,84,PL6a,"Prelimbic area, layer 6a",Basic cell groups and regions,972,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Prelimbic area > Prelimbic area, layer 6a"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/88.obj,88,88,AHN,Anterior hypothalamic nucleus,Basic cell groups and regions,467,bilateral,mesh_with_ontology,ontology_path=root > Basic cell groups and regions > Brain stem > Interbrain > Hypothalamus > Hypothalamic medial zone > Anterior hypothalamic nucleus
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/91.obj,91,91,IP,Interposed nucleus,Basic cell groups and regions,519,bilateral,mesh_with_ontology,ontology_path=root > Basic cell groups and regions > Cerebellum > Cerebellar nuclei > Interposed nucleus
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/93.obj,93,93,moV,motor root of the trigeminal nerve,fiber tracts,901,bilateral,mesh_with_ontology,ontology_path=root > fiber tracts > cranial nerves > trigeminal nerve > motor root of the trigeminal nerve
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/95.obj,95,95,AI,Agranular insular area,Basic cell groups and regions,315,bilateral,mesh_with_ontology,ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Agranular insular area
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/96.obj,96,96,DCO,Dorsal cochlear nucleus,Basic cell groups and regions,607,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Hindbrain > Medulla > Medulla, sensory related > Cochlear nuclei > Dorsal cochlear nucleus"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/97.obj,97,97,TEa1,"Temporal association areas, layer 1",Basic cell groups and regions,541,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Temporal association areas > Temporal association areas, layer 1"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/98.obj,98,98,SEZ,subependymal zone,ventricular systems,81,bilateral,mesh_with_ontology,ontology_path=root > ventricular systems > lateral ventricle > subependymal zone
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/100.obj,100,100,IPN,Interpeduncular nucleus,Basic cell groups and regions,165,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Midbrain > Midbrain, behavioral state related > Midbrain raphe nuclei > Interpeduncular nucleus"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/101.obj,101,101,VCO,Ventral cochlear nucleus,Basic cell groups and regions,607,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Hindbrain > Medulla > Medulla, sensory related > Cochlear nuclei > Ventral cochlear nucleus"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/102.obj,102,102,nst,nigrostriatal tract,fiber tracts,760,bilateral,mesh_with_ontology,ontology_path=root > fiber tracts > extrapyramidal fiber systems > cerebral nuclei related > nigrostriatal tract
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/104.obj,104,104,AId,"Agranular insular area, dorsal part",Basic cell groups and regions,95,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Agranular insular area > Agranular insular area, dorsal part"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/105.obj,105,105,SOCm,"Superior olivary complex, medial part",Basic cell groups and regions,398,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Hindbrain > Pons > Pons, sensory related > Superior olivary complex > Superior olivary complex, medial part"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/106.obj,106,106,ISN,Inferior salivatory nucleus,Basic cell groups and regions,370,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Hindbrain > Medulla > Medulla, motor related > Inferior salivatory nucleus"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/108.obj,108,108,chpl,choroid plexus,ventricular systems,81,bilateral,mesh_with_ontology,ontology_path=root > ventricular systems > lateral ventricle > choroid plexus
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/111.obj,111,111,AIp,"Agranular insular area, posterior part",Basic cell groups and regions,95,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Agranular insular area > Agranular insular area, posterior part"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/113.obj,113,113,SSp-ll2/3,"Primary somatosensory area, lower limb, layer 2/3",Basic cell groups and regions,337,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Somatosensory areas > Primary somatosensory area > Primary somatosensory area, lower limb > Primary somatosensory area, lower limb, layer 2/3"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/114.obj,114,114,SOCl,"Superior olivary complex, lateral part",Basic cell groups and regions,398,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Hindbrain > Pons > Pons, sensory related > Superior olivary complex > Superior olivary complex, lateral part"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/115.obj,115,115,IV,Trochlear nucleus,Basic cell groups and regions,323,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Midbrain > Midbrain, motor related > Trochlear nucleus"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/117.obj,117,117,och,optic chiasm,fiber tracts,848,bilateral,mesh_with_ontology,ontology_path=root > fiber tracts > cranial nerves > optic nerve > optic chiasm
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/118.obj,118,118,PVi,"Periventricular hypothalamic nucleus, intermediate part",Basic cell groups and regions,157,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Interbrain > Hypothalamus > Periventricular zone > Periventricular hypothalamic nucleus, intermediate part"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/119.obj,119,119,AIv,"Agranular insular area, ventral part",Basic cell groups and regions,95,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Agranular insular area > Agranular insular area, ventral part"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/120.obj,120,120,AIp1,"Agranular insular area, posterior part, layer 1",Basic cell groups and regions,111,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Agranular insular area > Agranular insular area, posterior part > Agranular insular area, posterior part, layer 1"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/121.obj,121,121,VISl6b,"Lateral visual area, layer 6b",Basic cell groups and regions,409,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Visual areas > Lateral visual area > Lateral visual area, layer 6b"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/122.obj,122,122,POR,"Superior olivary complex, periolivary region",Basic cell groups and regions,398,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Hindbrain > Pons > Pons, sensory related > Superior olivary complex > Superior olivary complex, periolivary region"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/123.obj,123,123,KF,Koelliker-Fuse subnucleus,Basic cell groups and regions,867,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Hindbrain > Pons > Pons, sensory related > Parabrachial nucleus > Koelliker-Fuse subnucleus"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/125.obj,125,125,opt,optic tract,fiber tracts,848,bilateral,mesh_with_ontology,ontology_path=root > fiber tracts > cranial nerves > optic nerve > optic tract
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/126.obj,126,126,PVp,"Periventricular hypothalamic nucleus, posterior part",Basic cell groups and regions,141,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Interbrain > Hypothalamus > Periventricular region > Periventricular hypothalamic nucleus, posterior part"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/127.obj,127,127,AM,Anteromedial nucleus,Basic cell groups and regions,239,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Interbrain > Thalamus > Thalamus, polymodal association cortex related > Anterior group of the dorsal thalamus > Anteromedial nucleus"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/128.obj,128,128,MRN,Midbrain reticular nucleus,Basic cell groups and regions,323,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Midbrain > Midbrain, motor related > Midbrain reticular nucleus"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/129.obj,129,129,V3,third ventricle,ventricular systems,73,bilateral,mesh_with_ontology,ontology_path=root > ventricular systems > third ventricle
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/131.obj,131,131,LA,Lateral amygdalar nucleus,Basic cell groups and regions,703,bilateral,mesh_with_ontology,ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical subplate > Lateral amygdalar nucleus
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/132.obj,132,132,PL6b,"Prelimbic area, layer 6b",Basic cell groups and regions,972,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Isocortex > Prelimbic area > Prelimbic area, layer 6b"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/133.obj,133,133,PVpo,"Periventricular hypothalamic nucleus, preoptic part",Basic cell groups and regions,141,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Interbrain > Hypothalamus > Periventricular region > Periventricular hypothalamic nucleus, preoptic part"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/135.obj,135,135,AMB,Nucleus ambiguus,Basic cell groups and regions,370,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Hindbrain > Medulla > Medulla, motor related > Nucleus ambiguus"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/136.obj,136,136,IRN,Intermediate reticular nucleus,Basic cell groups and regions,370,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Hindbrain > Medulla > Medulla, motor related > Intermediate reticular nucleus"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/138.obj,138,138,LAT,Lateral group of the dorsal thalamus,Basic cell groups and regions,856,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Brain stem > Interbrain > Thalamus > Thalamus, polymodal association cortex related > Lateral group of the dorsal thalamus"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/139.obj,139,139,ENTl5,"Entorhinal area, lateral part, layer 5",Basic cell groups and regions,918,bilateral,mesh_with_ontology,"ontology_path=root > Basic cell groups and regions > Cerebrum > Cerebral cortex > Cortical plate > Hippocampal formation > Retrohippocampal region > Entorhinal area > Entorhinal area, lateral part > Entorhinal area, lateral part, layer 5"
mouse,source/structure_graph_1.json;source/structure_meshes,source/structure_meshes/140.obj,140,140,AQ,cerebral aqueduct,ventricular systems,73,bilateral,mesh_with_ontology,ontology_path=root > ventricular systems > cerebral aqueduct
